ClusterName	DataCollection	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
NA18582	1000 Genomes on GRCh38	40.9376243919561	117.12447459090531	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18626	NA18626
NA18582	1000 Genomes on GRCh38	41.208574158490244	114.7335800060224	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18627	NA18627
NA18582	1000 Genomes on GRCh38	41.57230577547266	115.78334702482356	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18628	NA18628
NA18582	1000 Genomes on GRCh38	38.55714372560687	115.22189899652994	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18629	NA18629
NA18582	1000 Genomes on GRCh38	41.53575460730362	117.31772980422993	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18630	NA18630
NA18582	1000 Genomes on GRCh38	41.819134008470385	117.21017267478534	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18631	NA18631
NA18582	1000 Genomes on GRCh38	38.2566044044731	116.0114556878567	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18633	NA18633
NA18582	1000 Genomes on GRCh38	40.36109218266215	118.34828150610358	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18634	NA18634
NA18582	1000 Genomes on GRCh38	41.57828651658136	117.26253624684313	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18638	NA18638
NA18582	1000 Genomes on GRCh38	39.105031823560296	115.21639143339847	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18640	NA18640
NA18582	1000 Genomes on GRCh38	37.94529694985922	114.54473364838655	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18641	NA18641
NA18582	1000 Genomes on GRCh38	39.35336471361081	117.42074390022981	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18642	NA18642
NA18582	1000 Genomes on GRCh38	37.95254606671054	115.94965866932453	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18644	NA18644
NA18582	1000 Genomes on GRCh38	39.77399492044646	117.5777816856829	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18646	NA18646
NA18582	1000 Genomes on GRCh38	39.2049824763191	117.38678765463946	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18748	NA18748
NA18582	1000 Genomes on GRCh38	41.704790974269635	116.81048473791972	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18530	NA18530
NA18582	1000 Genomes on GRCh38	41.27827535637293	115.98687251466771	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18534	NA18534
NA18582	1000 Genomes on GRCh38	38.45973378478052	118.13555129893345	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18536	NA18536
NA18582	1000 Genomes on GRCh38	41.003276960020905	117.23089350671447	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18543	NA18543
NA18582	1000 Genomes on GRCh38	39.668522276953134	115.79134947897448	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18544	NA18544
NA18582	1000 Genomes on GRCh38	39.188935286486455	115.91624135013089	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18546	NA18546
NA18582	1000 Genomes on GRCh38	38.148954880087416	116.96727245776832	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18548	NA18548
NA18582	1000 Genomes on GRCh38	38.1705437131094	115.46415288806827	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18549	NA18549
NA18582	1000 Genomes on GRCh38	39.51848040521908	117.1180166558627	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18557	NA18557
NA18582	1000 Genomes on GRCh38	41.07079095191278	114.69344262581997	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18558	NA18558
NA18582	1000 Genomes on GRCh38	40.65861440792459	115.86195545983848	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18561	NA18561
NA18582	1000 Genomes on GRCh38	37.965436708041956	116.34727519198435	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18562	NA18562
NA18582	1000 Genomes on GRCh38	38.377131894181815	117.2330270635025	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18563	NA18563
NA18582	1000 Genomes on GRCh38	40.3851757161156	114.76444029802607	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18603	NA18603
NA18582	1000 Genomes on GRCh38	41.46966848016733	117.16491348772131	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18605	NA18605
NA18582	1000 Genomes on GRCh38	39.73799142385789	115.58026161976525	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18608	NA18608
NA18582	1000 Genomes on GRCh38	37.98825749360071	117.39518418191298	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18609	NA18609
NA18582	1000 Genomes on GRCh38	39.323391927729254	115.31774409207277	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18611	NA18611
NA18582	1000 Genomes on GRCh38	39.59102733853351	116.4164745712153	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18613	NA18613
NA18582	1000 Genomes on GRCh38	40.13584924887099	118.01563250765797	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18620	NA18620
NA18582	1000 Genomes on GRCh38	40.597985686196196	116.52018632550096	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18621	NA18621
NA18582	1000 Genomes on GRCh38	41.41566208704376	115.75208457304582	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18622	NA18622
NA18582	1000 Genomes on GRCh38	39.11370076536433	116.43913785166163	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18623	NA18623
NA18582	1000 Genomes on GRCh38	39.18847772470136	115.56460343591696	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18624	NA18624
NA18582	1000 Genomes on GRCh38	38.46242219038136	115.0014324075985	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18632	NA18632
NA18582	1000 Genomes on GRCh38	41.541461394577944	116.68580690157167	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18635	NA18635
NA18582	1000 Genomes on GRCh38	39.829589436728334	118.21229616551432	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18636	NA18636
NA18582	1000 Genomes on GRCh38	39.106708478405196	115.52933934944214	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18637	NA18637
NA18582	1000 Genomes on GRCh38	37.9993303691079	116.29280341389739	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18639	NA18639
NA18582	1000 Genomes on GRCh38	40.115079260459396	118.24225303563216	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18643	NA18643
NA18582	1000 Genomes on GRCh38	40.18922756708603	114.62777438821703	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18645	NA18645
NA18582	1000 Genomes on GRCh38	39.685675826991854	114.43346626647896	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18647	NA18647
NA18582	1000 Genomes on GRCh38	38.630469495391196	115.44398269800561	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18648	NA18648
NA18582	1000 Genomes on GRCh38	38.55129124785477	117.04237119052566	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18740	NA18740
NA18582	1000 Genomes on GRCh38	40.84925143402236	114.67996422157245	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18745	NA18745
NA18582	1000 Genomes on GRCh38	41.13017210072689	117.43363019514517	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18747	NA18747
NA18582	1000 Genomes on GRCh38	39.88776052122219	115.53187094349259	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18749	NA18749
NA18582	1000 Genomes on GRCh38	40.033382238391184	115.46759779776448	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18757	NA18757
NA18582	1000 Genomes on GRCh38	52.486243	-1.890401	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00097	HG00097
NA18582	1000 Genomes on GRCh38	53.291403245002435	-3.5341832134816573	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00099	HG00099
NA18582	1000 Genomes on GRCh38	51.25740522623055	-0.18379044103533193	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00100	HG00100
NA18582	1000 Genomes on GRCh38	52.086414423481244	-3.4278336361929327	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00102	HG00102
NA18582	1000 Genomes on GRCh38	50.652544697650065	-3.0071416562259685	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00106	HG00106
NA18582	1000 Genomes on GRCh38	51.24571866558828	-0.5650680104305996	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00110	HG00110
NA18582	1000 Genomes on GRCh38	51.135884757768444	-1.6685773481304493	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00111	HG00111
NA18582	1000 Genomes on GRCh38	50.75227444079317	-3.261330290584404	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00116	HG00116
NA18582	1000 Genomes on GRCh38	53.638010735992225	-2.975039825174353	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00117	HG00117
NA18582	1000 Genomes on GRCh38	54.16511462086164	-0.667812287111119	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00118	HG00118
NA18582	1000 Genomes on GRCh38	51.19452621240796	-0.7488069881349695	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00120	HG00120
NA18582	1000 Genomes on GRCh38	51.74544020417175	-0.16799298542670682	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00121	HG00121
NA18582	1000 Genomes on GRCh38	52.04288911383982	-3.8689724751846524	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00122	HG00122
NA18582	1000 Genomes on GRCh38	50.5949887354185	-0.6286645226242751	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00123	HG00123
NA18582	1000 Genomes on GRCh38	50.72858411442124	-0.7610861915255929	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00125	HG00125
NA18582	1000 Genomes on GRCh38	51.670419173284074	-2.523472136347968	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00126	HG00126
NA18582	1000 Genomes on GRCh38	51.95334139061562	-0.6247864782458152	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00127	HG00127
NA18582	1000 Genomes on GRCh38	51.67869497378149	-1.9320636804584432	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00128	HG00128
NA18582	1000 Genomes on GRCh38	52.487946298521706	-1.2317731794457174	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00130	HG00130
NA18582	1000 Genomes on GRCh38	53.50612744385396	-1.7879297497545314	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00132	HG00132
NA18582	1000 Genomes on GRCh38	54.07033575414042	-2.582533160411782	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00133	HG00133
NA18582	1000 Genomes on GRCh38	50.971293550399906	-0.9009238409519624	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00137	HG00137
NA18582	1000 Genomes on GRCh38	54.27010214753095	-3.046581274487718	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00146	HG00146
NA18582	1000 Genomes on GRCh38	52.542480858338784	-0.552754485665583	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00150	HG00150
NA18582	1000 Genomes on GRCh38	51.914317559837585	-3.223648254425155	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00154	HG00154
NA18582	1000 Genomes on GRCh38	50.66465671054036	-0.5814098940729804	British in England and Scotland	GBR	https://www.internationalgenome.org/data-portal/population/GBR	https://www.internationalgenome.org/data-portal/sample/HG00158	HG00158
