ClusterName	Color	DataCollection	Elevation	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	35.61279962775769	72.39785711756087	Burusho in Pakistan (HGDP)	BurushoHGDP	https://www.internationalgenome.org/data-portal/population/BurushoHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00438	HGDP00438
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	35.9925113736797	72.81823765439695	Burusho in Pakistan (HGDP)	BurushoHGDP	https://www.internationalgenome.org/data-portal/population/BurushoHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00445	HGDP00445
HGDP00843	[0, 255, 0]	Human Genome Diversity Project	1.0	-10.0	-63.0	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01013	HGDP01013
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-10.347279637224862	-64.63130024219905	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00995	HGDP00995
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-7.565811327377194	-62.67962808555184	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00999	HGDP00999
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-11.941528097050382	-60.82031923245779	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01001	HGDP01001
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-9.698341208114288	-63.360646194793745	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01006	HGDP01006
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-9.271641459193024	-62.91538564304001	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01010	HGDP01010
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-10.581514028594173	-64.77305234760803	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01009	HGDP01009
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-9.21389512730811	-62.374938449255566	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01014	HGDP01014
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	-10.020907405814755	-64.36644054784621	Karitiana in Brazil (HGDP)	KaritianaHGDP	https://www.internationalgenome.org/data-portal/population/KaritianaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01019	HGDP01019
HGDP00843	[0, 255, 0]	Human Genome Diversity Project	1.0	12.0	-12.0	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01283	HGDP01283
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	11.580815018194988	-13.2476735574087	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00917	HGDP00917
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	13.210780041410658	-10.498273247788259	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00909	HGDP00909
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	13.772264381247803	-13.006483955048045	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00904	HGDP00904
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	13.275984973691049	-11.399636893044619	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00905	HGDP00905
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	12.43811642624579	-13.562485821997106	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00906	HGDP00906
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	10.556520734005371	-10.053393952801368	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00908	HGDP00908
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	11.503562863441218	-12.763868570185414	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00910	HGDP00910
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	13.265208628529892	-9.939735037855394	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00912	HGDP00912
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	12.99661473929145	-12.475827707216427	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00913	HGDP00913
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	12.813338717899967	-10.723016514354956	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00914	HGDP00914
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	11.895090796597	-12.363393578330543	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00916	HGDP00916
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	10.988243631601033	-13.336701971154064	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00918	HGDP00918
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	10.39487285841257	-10.703345289025073	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00919	HGDP00919
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	12.677797390331932	-11.658817326892175	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01200	HGDP01200
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	9.578599680576758	-9.704613731076229	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01201	HGDP01201
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	14.39520324053898	-12.615815874631869	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01202	HGDP01202
NA18582	[255, 255, 255]	Human Genome Diversity Project	0.9	9.618193303158149	-11.546878692361247	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP01285	HGDP01285
SC_GMJOL5309796	[255, 0, 255]	Human Genome Diversity Project	1.0	9.82383539653799	-11.807071709842196	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00911	HGDP00911
SC_GMWOF5428823	[255, 0, 0]	Human Genome Diversity Project	1.0	12.062805096731484	-13.230656358388247	Mandenka in Senegal (HGDP)	MandenkaHGDP	https://www.internationalgenome.org/data-portal/population/MandenkaHGDP	https://www.internationalgenome.org/data-portal/sample/HGDP00907	HGDP00907
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.916666	116.383333	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18582	NA18582
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.3420223544128	117.83847294745395	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18526	NA18526
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.90084349436089	117.22556583561617	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18531	NA18531
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.78263234311192	114.27738000020273	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18532	NA18532
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.64441906874549	115.43711638025998	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18533	NA18533
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.99047862684573	114.441557277138	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18535	NA18535
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.30410784140227	116.55218829515464	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18537	NA18537
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.13736912693314	118.03297089829312	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18538	NA18538
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.11406664591359	114.38406486175062	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18539	NA18539
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.825551873259805	118.86581656560563	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18541	NA18541
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.75115764618318	115.25299294740293	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18542	NA18542
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.068718810164256	116.98282050557505	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18545	NA18545
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.87301777172623	118.00924524913623	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18550	NA18550
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.15809293287763	115.94764079228013	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18552	NA18552
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.37012311351876	115.28507688873626	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18553	NA18553
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.781201946496786	117.26362285763501	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18555	NA18555
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.20773978706299	114.11709310237956	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18560	NA18560
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.79113308881095	115.40251870892003	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18564	NA18564
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.317467546691454	116.85136759136371	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18565	NA18565
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.721132818782166	118.25093554613522	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18566	NA18566
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.36665904412271	116.08130819492601	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18567	NA18567
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.11218084664298	115.66905305007859	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18570	NA18570
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.685161508731035	115.75635680270915	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18571	NA18571
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.13488783717108	118.8241380295887	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18573	NA18573
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.48883043184474	118.21694862694324	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18574	NA18574
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.897627852853034	114.1377173203496	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18577	NA18577
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.693446488879275	117.06894775101324	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18579	NA18579
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.27359479815936	116.37557706891896	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18591	NA18591
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.06008229131955	115.24222952122767	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18592	NA18592
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.004853066408884	117.15524808452608	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18593	NA18593
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.943078022904324	115.85727269776922	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18595	NA18595
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.73762557987522	118.57029315528332	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18596	NA18596
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.00752615364419	117.2542455024618	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18597	NA18597
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	42.32594309772847	118.01998710464287	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18599	NA18599
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.44978074970533	117.97934257733586	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18602	NA18602
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	41.324345152429586	114.59755402279397	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18610	NA18610
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.87309544106982	117.68029814918124	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18614	NA18614
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.509266334942346	118.59102280597267	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18615	NA18615
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.91077325124638	116.57112783468783	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18616	NA18616
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.65228672508929	116.01063276806845	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18617	NA18617
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.05025313738792	116.91354937837319	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18618	NA18618
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.733653675685645	116.35705711254981	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18619	NA18619
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.91133242610836	115.81293474431308	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18625	NA18625
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	38.762654701656274	116.77712464226065	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18626	NA18626
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	40.27504724050973	116.24895975359998	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18627	NA18627
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.57578596189149	116.56527102473072	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18630	NA18630
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	37.490232734480024	118.74975103193776	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18631	NA18631
NA18582	[255, 255, 255]	1000 Genomes on GRCh38	0.9	39.513411577074585	114.1125243502848	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18634	NA18634
