	Cluster name	Sample name	Sample link	Population name	Population link	Color
31	SC_GMFUL5306400	HG00130	https://www.internationalgenome.org/data-portal/sample/HG00130	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
32	SC_GMFUL5306400	HG00131	https://www.internationalgenome.org/data-portal/sample/HG00131	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
33	SC_GMFUL5306400	HG00132	https://www.internationalgenome.org/data-portal/sample/HG00132	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
34	SC_GMFUL5306400	HG00133	https://www.internationalgenome.org/data-portal/sample/HG00133	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
35	SC_GMFUL5306400	HG00136	https://www.internationalgenome.org/data-portal/sample/HG00136	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
36	SC_GMFUL5306400	HG00137	https://www.internationalgenome.org/data-portal/sample/HG00137	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
37	SC_GMFUL5306400	HG00138	https://www.internationalgenome.org/data-portal/sample/HG00138	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
38	SC_GMFUL5306400	HG00139	https://www.internationalgenome.org/data-portal/sample/HG00139	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
39	SC_GMFUL5306400	HG00140	https://www.internationalgenome.org/data-portal/sample/HG00140	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
40	SC_GMFUL5306400	HG00141	https://www.internationalgenome.org/data-portal/sample/HG00141	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
41	SC_GMFUL5306400	HG00142	https://www.internationalgenome.org/data-portal/sample/HG00142	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
42	SC_GMFUL5306400	HG00143	https://www.internationalgenome.org/data-portal/sample/HG00143	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
43	SC_GMFUL5306400	HG00146	https://www.internationalgenome.org/data-portal/sample/HG00146	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
44	SC_GMFUL5306400	HG00149	https://www.internationalgenome.org/data-portal/sample/HG00149	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
45	SC_GMFUL5306400	HG00150	https://www.internationalgenome.org/data-portal/sample/HG00150	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
46	SC_GMFUL5306400	HG00151	https://www.internationalgenome.org/data-portal/sample/HG00151	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
47	SC_GMFUL5306400	HG00154	https://www.internationalgenome.org/data-portal/sample/HG00154	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
48	SC_GMFUL5306400	HG00158	https://www.internationalgenome.org/data-portal/sample/HG00158	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
49	SC_GMFUL5306400	HG00159	https://www.internationalgenome.org/data-portal/sample/HG00159	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
50	SC_GMFUL5306400	HG00160	https://www.internationalgenome.org/data-portal/sample/HG00160	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
51	SC_GMFUL5306400	HG00171	https://www.internationalgenome.org/data-portal/sample/HG00171	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
52	SC_GMFUL5306400	HG00173	https://www.internationalgenome.org/data-portal/sample/HG00173	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
53	SC_GMFUL5306400	HG00174	https://www.internationalgenome.org/data-portal/sample/HG00174	Finnish,Finnish	https://www.internationalgenome.org/data-portal/population/FIN,FinnishSGDP	[97, 60, 194]
54	SC_GMFUL5306400	HG00176	https://www.internationalgenome.org/data-portal/sample/HG00176	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
55	SC_GMFUL5306400	HG00177	https://www.internationalgenome.org/data-portal/sample/HG00177	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
56	SC_GMFUL5306400	HG00178	https://www.internationalgenome.org/data-portal/sample/HG00178	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
57	SC_GMFUL5306400	HG00179	https://www.internationalgenome.org/data-portal/sample/HG00179	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
58	SC_GMFUL5306400	HG00180	https://www.internationalgenome.org/data-portal/sample/HG00180	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
59	SC_GMFUL5306400	HG00181	https://www.internationalgenome.org/data-portal/sample/HG00181	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
60	SC_GMFUL5306400	HG00182	https://www.internationalgenome.org/data-portal/sample/HG00182	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
61	SC_GMFUL5306400	HG00183	https://www.internationalgenome.org/data-portal/sample/HG00183	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
62	SC_GMFUL5306400	HG00185	https://www.internationalgenome.org/data-portal/sample/HG00185	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
63	SC_GMFUL5306400	HG00186	https://www.internationalgenome.org/data-portal/sample/HG00186	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
64	SC_GMFUL5306400	HG00187	https://www.internationalgenome.org/data-portal/sample/HG00187	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
65	SC_GMFUL5306400	HG00190	https://www.internationalgenome.org/data-portal/sample/HG00190	Finnish,Finnish	https://www.internationalgenome.org/data-portal/population/FIN,FinnishSGDP	[97, 60, 194]
66	SC_GMFUL5306400	HG00231	https://www.internationalgenome.org/data-portal/sample/HG00231	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
67	SC_GMFUL5306400	HG00232	https://www.internationalgenome.org/data-portal/sample/HG00232	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
68	SC_GMFUL5306400	HG00233	https://www.internationalgenome.org/data-portal/sample/HG00233	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
69	SC_GMFUL5306400	HG00234	https://www.internationalgenome.org/data-portal/sample/HG00234	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
70	SC_GMFUL5306400	HG00235	https://www.internationalgenome.org/data-portal/sample/HG00235	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
71	SC_GMFUL5306400	HG00236	https://www.internationalgenome.org/data-portal/sample/HG00236	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
72	SC_GMFUL5306400	HG00237	https://www.internationalgenome.org/data-portal/sample/HG00237	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
73	SC_GMFUL5306400	HG00238	https://www.internationalgenome.org/data-portal/sample/HG00238	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
74	SC_GMFUL5306400	HG00239	https://www.internationalgenome.org/data-portal/sample/HG00239	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
75	SC_GMFUL5306400	HG00240	https://www.internationalgenome.org/data-portal/sample/HG00240	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
76	SC_GMFUL5306400	HG00242	https://www.internationalgenome.org/data-portal/sample/HG00242	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
77	SC_GMFUL5306400	HG00243	https://www.internationalgenome.org/data-portal/sample/HG00243	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
78	SC_GMFUL5306400	HG00244	https://www.internationalgenome.org/data-portal/sample/HG00244	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
79	SC_GMFUL5306400	HG00245	https://www.internationalgenome.org/data-portal/sample/HG00245	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
80	SC_GMFUL5306400	HG00246	https://www.internationalgenome.org/data-portal/sample/HG00246	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
81	SC_GMFUL5306400	HG00250	https://www.internationalgenome.org/data-portal/sample/HG00250	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
82	SC_GMFUL5306400	HG00251	https://www.internationalgenome.org/data-portal/sample/HG00251	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
83	SC_GMFUL5306400	HG00252	https://www.internationalgenome.org/data-portal/sample/HG00252	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
84	SC_GMFUL5306400	HG00253	https://www.internationalgenome.org/data-portal/sample/HG00253	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
85	SC_GMFUL5306400	HG00254	https://www.internationalgenome.org/data-portal/sample/HG00254	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
86	SC_GMFUL5306400	HG00255	https://www.internationalgenome.org/data-portal/sample/HG00255	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
87	SC_GMFUL5306400	HG00256	https://www.internationalgenome.org/data-portal/sample/HG00256	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
88	SC_GMFUL5306400	HG00257	https://www.internationalgenome.org/data-portal/sample/HG00257	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
89	SC_GMFUL5306400	HG00258	https://www.internationalgenome.org/data-portal/sample/HG00258	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
90	SC_GMFUL5306400	HG00259	https://www.internationalgenome.org/data-portal/sample/HG00259	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
91	SC_GMFUL5306400	HG00260	https://www.internationalgenome.org/data-portal/sample/HG00260	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
92	SC_GMFUL5306400	HG00261	https://www.internationalgenome.org/data-portal/sample/HG00261	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
93	SC_GMFUL5306400	HG00262	https://www.internationalgenome.org/data-portal/sample/HG00262	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
94	SC_GMFUL5306400	HG00263	https://www.internationalgenome.org/data-portal/sample/HG00263	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
95	SC_GMFUL5306400	HG00264	https://www.internationalgenome.org/data-portal/sample/HG00264	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
96	SC_GMFUL5306400	HG00265	https://www.internationalgenome.org/data-portal/sample/HG00265	British	https://www.internationalgenome.org/data-portal/population/GBR	[97, 60, 194]
97	SC_GMFUL5306400	HG00266	https://www.internationalgenome.org/data-portal/sample/HG00266	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
98	SC_GMFUL5306400	HG00267	https://www.internationalgenome.org/data-portal/sample/HG00267	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
99	SC_GMFUL5306400	HG00268	https://www.internationalgenome.org/data-portal/sample/HG00268	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
100	SC_GMFUL5306400	HG00269	https://www.internationalgenome.org/data-portal/sample/HG00269	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
101	SC_GMFUL5306400	HG00271	https://www.internationalgenome.org/data-portal/sample/HG00271	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
102	SC_GMFUL5306400	HG00272	https://www.internationalgenome.org/data-portal/sample/HG00272	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
103	SC_GMFUL5306400	HG00273	https://www.internationalgenome.org/data-portal/sample/HG00273	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
104	SC_GMFUL5306400	HG00274	https://www.internationalgenome.org/data-portal/sample/HG00274	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
105	SC_GMFUL5306400	HG00275	https://www.internationalgenome.org/data-portal/sample/HG00275	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
106	SC_GMFUL5306400	HG00276	https://www.internationalgenome.org/data-portal/sample/HG00276	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
107	SC_GMFUL5306400	HG00277	https://www.internationalgenome.org/data-portal/sample/HG00277	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
108	SC_GMFUL5306400	HG00278	https://www.internationalgenome.org/data-portal/sample/HG00278	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
109	SC_GMFUL5306400	HG00280	https://www.internationalgenome.org/data-portal/sample/HG00280	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
110	SC_GMFUL5306400	HG00281	https://www.internationalgenome.org/data-portal/sample/HG00281	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
111	SC_GMFUL5306400	HG00282	https://www.internationalgenome.org/data-portal/sample/HG00282	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
112	SC_GMFUL5306400	HG00284	https://www.internationalgenome.org/data-portal/sample/HG00284	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
113	SC_GMFUL5306400	HG00285	https://www.internationalgenome.org/data-portal/sample/HG00285	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
114	SC_GMFUL5306400	HG00288	https://www.internationalgenome.org/data-portal/sample/HG00288	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
115	SC_GMFUL5306400	HG00290	https://www.internationalgenome.org/data-portal/sample/HG00290	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
116	SC_GMFUL5306400	HG00304	https://www.internationalgenome.org/data-portal/sample/HG00304	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
117	SC_GMFUL5306400	HG00306	https://www.internationalgenome.org/data-portal/sample/HG00306	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
118	SC_GMFUL5306400	HG00308	https://www.internationalgenome.org/data-portal/sample/HG00308	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
119	SC_GMFUL5306400	HG00309	https://www.internationalgenome.org/data-portal/sample/HG00309	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
120	SC_GMFUL5306400	HG00310	https://www.internationalgenome.org/data-portal/sample/HG00310	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
121	SC_GMFUL5306400	HG00311	https://www.internationalgenome.org/data-portal/sample/HG00311	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
122	SC_GMFUL5306400	HG00313	https://www.internationalgenome.org/data-portal/sample/HG00313	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
123	SC_GMFUL5306400	HG00315	https://www.internationalgenome.org/data-portal/sample/HG00315	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
124	SC_GMFUL5306400	HG00318	https://www.internationalgenome.org/data-portal/sample/HG00318	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
125	SC_GMFUL5306400	HG00319	https://www.internationalgenome.org/data-portal/sample/HG00319	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
126	SC_GMFUL5306400	HG00320	https://www.internationalgenome.org/data-portal/sample/HG00320	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
127	SC_GMFUL5306400	HG00321	https://www.internationalgenome.org/data-portal/sample/HG00321	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
128	SC_GMFUL5306400	HG00323	https://www.internationalgenome.org/data-portal/sample/HG00323	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
129	SC_GMFUL5306400	HG00324	https://www.internationalgenome.org/data-portal/sample/HG00324	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
130	SC_GMFUL5306400	HG00326	https://www.internationalgenome.org/data-portal/sample/HG00326	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
131	SC_GMFUL5306400	HG00327	https://www.internationalgenome.org/data-portal/sample/HG00327	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
132	SC_GMFUL5306400	HG00328	https://www.internationalgenome.org/data-portal/sample/HG00328	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
133	SC_GMFUL5306400	HG00329	https://www.internationalgenome.org/data-portal/sample/HG00329	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
134	SC_GMFUL5306400	HG00330	https://www.internationalgenome.org/data-portal/sample/HG00330	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
135	SC_GMFUL5306400	HG00331	https://www.internationalgenome.org/data-portal/sample/HG00331	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
136	SC_GMFUL5306400	HG00332	https://www.internationalgenome.org/data-portal/sample/HG00332	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
137	SC_GMFUL5306400	HG00334	https://www.internationalgenome.org/data-portal/sample/HG00334	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
138	SC_GMFUL5306400	HG00336	https://www.internationalgenome.org/data-portal/sample/HG00336	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
139	SC_GMFUL5306400	HG00337	https://www.internationalgenome.org/data-portal/sample/HG00337	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
140	SC_GMFUL5306400	HG00338	https://www.internationalgenome.org/data-portal/sample/HG00338	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
141	SC_GMFUL5306400	HG00339	https://www.internationalgenome.org/data-portal/sample/HG00339	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
142	SC_GMFUL5306400	HG00341	https://www.internationalgenome.org/data-portal/sample/HG00341	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
143	SC_GMFUL5306400	HG00342	https://www.internationalgenome.org/data-portal/sample/HG00342	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
144	SC_GMFUL5306400	HG00343	https://www.internationalgenome.org/data-portal/sample/HG00343	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
145	SC_GMFUL5306400	HG00344	https://www.internationalgenome.org/data-portal/sample/HG00344	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
146	SC_GMFUL5306400	HG00345	https://www.internationalgenome.org/data-portal/sample/HG00345	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
147	SC_GMFUL5306400	HG00346	https://www.internationalgenome.org/data-portal/sample/HG00346	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
148	SC_GMFUL5306400	HG00349	https://www.internationalgenome.org/data-portal/sample/HG00349	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
149	SC_GMFUL5306400	HG00350	https://www.internationalgenome.org/data-portal/sample/HG00350	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
150	SC_GMFUL5306400	HG00353	https://www.internationalgenome.org/data-portal/sample/HG00353	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
151	SC_GMFUL5306400	HG00355	https://www.internationalgenome.org/data-portal/sample/HG00355	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
152	SC_GMFUL5306400	HG00356	https://www.internationalgenome.org/data-portal/sample/HG00356	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
153	SC_GMFUL5306400	HG00357	https://www.internationalgenome.org/data-portal/sample/HG00357	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
154	SC_GMFUL5306400	HG00358	https://www.internationalgenome.org/data-portal/sample/HG00358	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
155	SC_GMFUL5306400	HG00360	https://www.internationalgenome.org/data-portal/sample/HG00360	Finnish,Finnish	https://www.internationalgenome.org/data-portal/population/FIN,FinnishSGDP	[97, 60, 194]
156	SC_GMFUL5306400	HG00361	https://www.internationalgenome.org/data-portal/sample/HG00361	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
157	SC_GMFUL5306400	HG00362	https://www.internationalgenome.org/data-portal/sample/HG00362	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
158	SC_GMFUL5306400	HG00364	https://www.internationalgenome.org/data-portal/sample/HG00364	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
159	SC_GMFUL5306400	HG00365	https://www.internationalgenome.org/data-portal/sample/HG00365	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
160	SC_GMFUL5306400	HG00367	https://www.internationalgenome.org/data-portal/sample/HG00367	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
161	SC_GMFUL5306400	HG00368	https://www.internationalgenome.org/data-portal/sample/HG00368	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
162	SC_GMFUL5306400	HG00369	https://www.internationalgenome.org/data-portal/sample/HG00369	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
163	SC_GMFUL5306400	HG00371	https://www.internationalgenome.org/data-portal/sample/HG00371	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
164	SC_GMFUL5306400	HG00372	https://www.internationalgenome.org/data-portal/sample/HG00372	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
165	SC_GMFUL5306400	HG00373	https://www.internationalgenome.org/data-portal/sample/HG00373	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
166	SC_GMFUL5306400	HG00375	https://www.internationalgenome.org/data-portal/sample/HG00375	Finnish	https://www.internationalgenome.org/data-portal/population/FIN	[97, 60, 194]
